"Data","IPEDS ID","Year","NCAA Subdivision","FBS Conference","Total Expenses","Excess Transfers Back","Other Expenses","Medical","Competition Guarantees...10","Recruiting","Game Expenses and Travel","Facilities and Equipment","Coaches Compensation","Support and Admin Compensation w/Severance","Athletic Student Aid","Total Revenues","Other Revenue","Corporate Sponsorship, Advertising, Licensing","Donor Contributions","Competition Guarantees...21","NCAA/Conference Distributions, Media Rights, and Post-Season Football","Ticket Sales","Institutional/Government Support","Student Fees","Total Academic Spending (University-Wide)","Total Football Spending","Total Football Coaching Salaries","Athletics Related Debt","Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
"University of Georgia",139959,2021,"Football Bowl Subdivision","Southeastern Conference",124113714,1390821,16872499,2218370,444200,940535,9902389,24155796,29771677,26486546,11930881,169064656,22884179,11513413,45149286,0,81579247,4729352,0,3209179,1441706221,36192952,16021581,81688773,8273934
"University of Georgia",139959,2022,"Football Bowl Subdivision","Southeastern Conference",169995701,969198,21446772,2446508,3165100,6294697,21269124,28603881,40276849,33646472,11877100,203048566,8598033,20779037,74315945,10000,58622396,37192353,0,3530802,1441706221,61722123,22093910,80346519,8240204
"University of Houston",225511,2005,"Football Bowl Subdivision","Conference USA",22677457,0,2563913,337549,812300,214048,4719963,2214875,4257556,4075294,3481959,22648933,3546280,396854,1774082,1499916,1678441,1316042,8900000,3537318,471116665,7008100,1597823,16960000,1799081
"University of Houston",225511,2006,"Football Bowl Subdivision","Conference USA",26029167,0,2554065,525096,467741,306801,3390652,6040463,4499733,4421627,3822989,15700572,2331811,524524,2017122,203000,2860179,1560081,2381665,3822190,491938150,5991124,1934835,16025000,1798456
"University of Houston",225511,2007,"Football Bowl Subdivision","Conference USA",28602628,0,3908099,620686,757367,395945,3666021,5790209,4752736,4897036,3814529,19777339,4043079,712420,3289521,268800,2931544,1979543,2308000,4244432,499083365,NA,0,NA,NA
"University of Houston",225511,2008,"Football Bowl Subdivision","Conference USA",30988450,0,4374710,619731,564003,320689,3616633,6813235,5366507,4964884,4348058,30988450,3699169,778919,2733299,837517,3183601,2208200,13148040,4399705,547692476,7140031,2267823,14005000,1797431
"University of Houston",225511,2009,"Football Bowl Subdivision","Conference USA",31341925,0,3909397,510966,668389,416842,3508347,6276703,5506651,5955485,4589145,31341925,2833907,893282,2212800,420878,3300362,1794287,15334786,4551623,627215228,7338429,2087012,12910000,1801519
"University of Houston",225511,2010,"Football Bowl Subdivision","Conference USA",33034483,0,5087517,691061,791734,439684,3861981,6077478,6149858,5702426,4232744,33034483,3447455,1202644,3172831,717500,3609544,3464093,12691796,4728620,650194466,8163706,2653116,11755000,1802456
"University of Houston",225511,2011,"Football Bowl Subdivision","Conference USA",33450817,0,5288998,506353,767232,499234,3661550,5523281,6474311,6186742,4543116,34614033,2912440,1494196,3248050,572056,2858792,3386042,15779750,4362707,704689074,7806911,2585286,10540000,1800244
"University of Houston",225511,2012,"Football Bowl Subdivision","Conference USA",36395207,0,6229177,883725,979050,482033,3982683,5064431,6994534,6531809,5247765,36652492,3065189,456991,4010280,389000,2453144,4934030,16936151,4407707,705561661,9108384,3131437,7483638,1842722
"University of Houston",225511,2013,"Football Bowl Subdivision","Conference USA",42664044,0,9868043,812798,1026135,702967,3061910,8535532,7383758,5878014,5394887,42024887,1116282,3509897,4297420,512800,2661203,3812821,18331757,7782707,780533471,9084251,3381222,6394194,1589655
"University of Houston",225511,2014,"Football Bowl Subdivision","American Athletic Conference",39486396,0,4430888,780474,919744,588413,4632747,7259050,8952404,6273305,5649371,40310724,600719,2175510,5755363,110000,6474299,3450712,14006414,7737707,820857075,9928619,3881393,50174970,4635655
"University of Houston",225511,2015,"Football Bowl Subdivision","American Athletic Conference",45437942,0,5351786,873895,1677069,671998,5316431,7549213,9841356,7864080,6292114,44815210,1511691,2331550,6408388,110000,4175751,4283816,18733954,7260060,832678651,12758461,4966559,47664688,4777882
"University of Houston",225511,2016,"Football Bowl Subdivision","American Athletic Conference",52204566,0,7271599,742994,803286,565656,8645268,7725792,11619197,8180968,6649806,51469297,1700524,2626423,8143810,269000,8705533,4868522,17609027,7546458,892694887,17737625,6226748,93173130,5731978
"University of Houston",225511,2017,"Football Bowl Subdivision","American Athletic Conference",55277308,0,7380436,997207,1316110,842087,6946400,11183941,10394102,9032200,7184825,57174900,4503344,4024396,9923994,838000,5630124,6551591,17609027,8094424,899273051,14982717,4724406,114175000,5298603
"University of Houston",225511,2018,"Football Bowl Subdivision","American Athletic Conference",57106913,0,8039250,1195774,931650,698178,6197592,12383837,10815044,8957220,7888368,55142417,2004455,4142047,8386600,263000,4856973,4311521,22399974,8777847,936454973,14303118,4637227,65465990,7333036
"University of Houston",225511,2019,"Football Bowl Subdivision","American Athletic Conference",73678308,0,4161965,1111132,1519810,918195,7670400,22924669,16553806,10839124,7979207,75049955,2941791,4086651,9602299,322000,4842711,4882307,39591166,8781030,969018259,18657541,7228345,73258175,5845858
"University of Houston",225511,2020,"Football Bowl Subdivision","American Athletic Conference",66370147,0,3182933,1348413,892884,463853,5163392,19307621,17352439,10612003,8046609,67382981,2451997,2664043,4829154,946780,5006007,4781247,37920460,8783293,1008662327,18177111,8545275,83943175,2250932
"University of Houston",225511,2021,"Football Bowl Subdivision","American Athletic Conference",67196088,0,3128498,4065926,632554,201252,4297317,18811264,15221554,11822150,9015573,66823577,1601613,1854952,3824724,22000,8317680,1709363,41031960,8461285,1027735907,16139796,6892684,75319320,6176510
"University of Houston",225511,2022,"Football Bowl Subdivision","American Athletic Conference",73806404,0,4317997,1246449,1568160,776232,6959905,20355948,16890183,12585897,9105633,78088086,2592074,3527097,7575763,1375485,9374138,5191579,39938875,8513075,1027735907,20447059,8172375,113154625,5116984
"University of Illinois Urbana-Champaign",145637,2005,"Football Bowl Subdivision","Big Ten Conference",47915540,0,6957619,369965,1176350,1014215,4788310,11646973,6444680,9219841,6297587,48396763,5988608,4380549,9639510,54700,10707111,12917578,1959500,2749207,1245908579,10324331,2237568,2e+07,4e+06
"University of Illinois Urbana-Champaign",145637,2006,"Football Bowl Subdivision","Big Ten Conference",50576001,0,8012696,429526,1288762,1125338,5058932,10584506,6942287,9715091,7418863,50744576,5892265,4660752,9548627,516100,11803015,13149923,2329100,2844794,1276864493,10428399,2381487,17098073,3423816
"University of Illinois Urbana-Champaign",145637,2007,"Football Bowl Subdivision","Big Ten Conference",51714927,0,8626004,503401,1427164,1207971,5478065,8422860,7548950,10643165,7857347,57838408,6045402,5560878,12845987,203000,14488668,14548028,1407600,2738845,1339474772,10842836,2549901,NA,NA
"University of Illinois Urbana-Champaign",145637,2008,"Football Bowl Subdivision","Big Ten Conference",63458807,0,8784434,594059,1169060,1263219,8059913,14706544,8528364,11876436,8476778,67818403,6245830,4582018,14159705,1304500,23027160,14296494,1272372,2930324,1411885483,14318134,3522689,136915318,5944805
"University of Illinois Urbana-Champaign",145637,2009,"Football Bowl Subdivision","Big Ten Conference",73643345,0,9659474,594483,1299914,1079792,6909243,24005922,8672725,12576089,8845703,75431185,7452540,4634806,18302381,1319700,21530080,17680450,1585353,2925875,1648196202,11889407,3268214,NA,NA
"University of Illinois Urbana-Champaign",145637,2010,"Football Bowl Subdivision","Big Ten Conference",71957222,0,8706441,545705,1033043,1277956,6420059,22908353,8994599,12383396,9687670,75189489,6935430,4097705,18835017,1357500,22108595,17861359,1032306,2961577,1806506405,12408170,3687734,130506150,12745516
"University of Illinois Urbana-Champaign",145637,2011,"Football Bowl Subdivision","Big Ten Conference",73476818,0,8920283,599459,1399589,1344243,7475724,21642719,10259368,11987862,9847571,77863883,7837974,4553520,16437955,1376000,27141533,16533261,1035354,2948286,1807123547,14146821,4221604,120950293,12917387
"University of Illinois Urbana-Champaign",145637,2012,"Football Bowl Subdivision","Big Ten Conference",76740736,0,10662143,514333,2479240,1414649,7955446,18644887,10612553,14528442,9929043,78708250,7640802,4484025,15629843,28200,26531246,20456244,937172,3000718,1893146088,16712294,4333615,117067916,9516401
"University of Illinois Urbana-Champaign",145637,2013,"Football Bowl Subdivision","Big Ten Conference",78667480,0,9746585,563169,2215896,1654915,8187500,18054036,10318929,17056003,10870447,79725521,6171301,4826982,18861318,279351,29634212,16039325,887381,3025651,2095427327,16821289,4025747,108987901,9681588
"University of Illinois Urbana-Champaign",145637,2014,"Football Bowl Subdivision","Big Ten Conference",83112351,0,10176313,468848,2514402,1824487,7068314,22438917,10785235,16938299,10897536,80848569,6972212,5052695,16909059,14000,30967546,17005685,880437,3046935,2174382982,16781096,4027876,263053858,11290954
"University of Illinois Urbana-Champaign",145637,2015,"Football Bowl Subdivision","Big Ten Conference",87163188,0,14175801,750584,3012137,1864168,7784559,20747362,11535742,16095183,11197652,85998659,7246416,5171162,19207780,402200,36050879,14191778,560582,3167862,2257275682,17229821,4399095,270037697,16722890
"University of Illinois Urbana-Champaign",145637,2016,"Football Bowl Subdivision","Big Ten Conference",102912910,0,13579302,803802,2745079,1718940,8113484,33443420,12551554,17638250,12319079,96249500,6112902,5007415,28531388,235000,38105715,14604625,443640,3208815,2285035594,18432831,4922729,255501079,26174229
"University of Illinois Urbana-Champaign",145637,2017,"Football Bowl Subdivision","Big Ten Conference",100739817,0,14836375,757820,2733498,1877353,7615108,27760966,15125182,17500792,12532723,97447731,6938470,6193635,24521958,192700,43494005,12825263,41546,3240154,2433824914,22332464,7323109,245441944,20085545
"University of Illinois Urbana-Champaign",145637,2018,"Football Bowl Subdivision","Big Ten Conference",108696540,0,12438426,997889,2695982,2069031,8047254,27609302,19975276,22154340,12709040,115132186,5617180,5584183,23869319,209000,58611327,12645758,5578619,3016800,2500245599,22235743,8025468,246518481,21384837
"University of Illinois Urbana-Champaign",145637,2019,"Football Bowl Subdivision","Big Ten Conference",120168951,0,15465385,1123385,2521174,2271459,9053380,31627237,20507183,24386412,13213336,118565501,6702438,5597786,24965488,9100,60803874,11834000,5631140,3021675,2276947638,23434155,8413714,323509449,22777734
"University of Illinois Urbana-Champaign",145637,2020,"Football Bowl Subdivision","Big Ten Conference",121638435,0,14784186,932847,3023500,1815731,9830904,31406858,21761819,25065112,13017478,122566259,6308681,5816105,26143324,2e+05,61439622,13769824,5740017,3148686,2430290733,26687668,8919449,315822286,21564413
"University of Illinois Urbana-Champaign",145637,2021,"Football Bowl Subdivision","Big Ten Conference",102006085,0,6004922,866379,242511,679690,5644216,30099600,22159720,24619069,11689978,98811643,3645980,4112705,33866174,47550,47948236,244609,6059769,2886620,2823290738,21381419,9324510,314116163,18976915
"University of Illinois Urbana-Champaign",145637,2022,"Football Bowl Subdivision","Big Ten Conference",129119247,0,15531327,1393949,2838800,2376468,8138701,31349589,25956291,29026507,12507615,145735330,8625627,6123020,40963477,210367,63973917,15693517,6832377,3313028,NA,29035739,10963720,294235529,23379697
"University of Iowa",153658,2005,"Football Bowl Subdivision","Big Ten Conference",54982658,0,9511225,1163501,5114298,762172,6822320,7785482,8781656,9087996,5954008,61676257,7043514,4285689,10357165,2e+05,17186342,18971349,2127182,1505016,790496000,18124566,3832261,2.5e+07,1544034
"University of Iowa",153658,2006,"Football Bowl Subdivision","Big Ten Conference",59224861,0,9779781,573779,5438241,788375,7172124,7756615,11457184,9606304,6652458,73321227,7053336,4432678,20978267,386914,17004124,20086445,1884403,1495060,897078000,20808639,5503305,9.3e+07,0
"University of Iowa",153658,2007,"Football Bowl Subdivision","Big Ten Conference",70469589,0,14466449,742200,2151604,907157,7546721,16556748,11508130,9867978,6722602,80832070,8267727,5359561,21844854,2e+05,20360044,21731819,1573359,1494706,881396000,28984732,5475729,117075000,2498000
"University of Iowa",153658,2008,"Football Bowl Subdivision","Big Ten Conference",71602594,0,13567619,770799,1195500,977795,6989809,17156738,12543032,10821522,7579781,81515865,7651292,5371577,21404864,1544021,24153081,19103235,8e+05,1487795,913764000,NA,5429164,NA,NA
"University of Iowa",153658,2009,"Football Bowl Subdivision","Big Ten Conference",71116911,0,10949774,816565,2191383,773927,8439889,14736304,13125956,11327713,8755400,79971143,7968709,5731773,21571694,155000,22095667,21922358,0,525941,985676000,27052080,5806613,112490000,7370721
"University of Iowa",153658,2010,"Football Bowl Subdivision","Big Ten Conference",74438196,0,11357205,1048089,2106078,755977,7862036,15620461,14318059,12784561,8585730,88735093,9152545,6705521,26753591,403773,23378061,21815895,0,525707,1144853000,18618732,6865859,135975000,8290292
"University of Iowa",153658,2011,"Football Bowl Subdivision","Big Ten Conference",88057486,0,12932719,1237922,2207769,931989,8404265,23062943,15457635,14459672,9362572,93353561,9377660,7601904,26622140,237000,25769272,23180905,0,564680,1077913000,20660805,7871588,152910000,9591921
"University of Iowa",153658,2012,"Football Bowl Subdivision","Big Ten Conference",104658746,0,14461113,830425,2446836,1197184,9280858,34643507,15823419,15690221,10285183,97902974,9462262,8449024,26005699,431253,27766864,25244298,0,543574,1126046000,21757190,7974092,149520000,10186734
"University of Iowa",153658,2013,"Football Bowl Subdivision","Big Ten Conference",106969227,0,12124876,674316,2855618,1275114,8515123,39067249,16114467,15225805,11116659,107153782,13170989,8266864,30571923,1412690,26943881,26108593,0,678842,1168242000,21647370,7970053,145575000,10265171
"University of Iowa",153658,2014,"Football Bowl Subdivision","Big Ten Conference",102278847,0,13554903,717360,2819971,1321424,10076495,28520771,17404934,16100208,11762781,105958954,9681829,8592992,30356325,293407,30460390,25890094,0,683917,1199709000,24284458,8154886,141400000,10715696
